ad_id,type,area,bedrooms,bathrooms,level,furnished,rent,city,region,price
Ad id 193016712,apartment,121.0,2,2,3,no,no,dakahlia,new mansoura,965000.0
Ad id 194317805,apartment,130.0,2,2,1,,no,cairo,nasr city,900000.0
Ad id 193740330,apartment,96.0,2,2,ground,yes,yes,cairo,madinaty,5500.0
Ad id 194274167,duplex,235.0,4,4,4,,no,cairo,new cairo - el tagamoa,2585000.0
Ad id 194366912,apartment,75.0,2,1,4,yes,no,alexandria,agami,125000.0
Ad id 191208264,apartment,216.0,3,2,10+,no,no,giza,faisal,1000000.0
Ad id 194286678,apartment,150.0,3,2,2,no,no,cairo,heliopolis,1350000.0
Ad id 183960390,apartment,250.0,3,3,3,yes,yes,cairo,nasr city,25000.0
Ad id 194228111,apartment,90.0,2,1,5,no,yes,cairo,rehab city,6000.0
Ad id 194298564,duplex,278.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194359016,apartment,240.0,3,3,2,,no,giza,sheikh zayed,450000.0
Ad id 194305676,apartment,131.0,3,2,4,yes,yes,cairo,madinaty,17000.0
Ad id 194078563,apartment,167.0,3,2,10,no,no,giza,mohandessin,1390000.0
Ad id 194371444,apartment,115.0,3,1,2,no,no,alexandria,sidi beshr,1100000.0
Ad id 193443149,apartment,70.0,2,1,4,no,no,giza,6th of october,500000.0
Ad id 194255013,apartment,130.0,2,1,1,no,no,alexandria,nakheel,275000.0
Ad id 194204004,apartment,110.0,2,1,2,no,no,alexandria,nakheel,230000.0
Ad id 194269512,apartment,175.0,3,2,2,no,no,giza,hadayek 6th of october,200000.0
Ad id 194275116,duplex,368.0,4,3,ground,no,no,cairo,new cairo - el tagamoa,2612000.0
Ad id 194324051,apartment,135.0,3,1,7,,yes,cairo,downtown cairo,8500.0
Ad id 194023783,apartment,148.0,3,2,2,no,no,cairo,heliopolis,2400000.0
Ad id 194070436,apartment,115.0,3,2,ground,no,yes,cairo,rehab city,9000.0
Ad id 192367505,apartment,207.0,3,3,3,no,no,giza,mohandessin,2700000.0
Ad id 194353372,duplex,210.0,3,3,2,yes,yes,cairo,new cairo - el tagamoa,35000.0
Ad id 194304588,duplex,284.0,3,4,ground,no,no,giza,6th of october,4100000.0
Ad id 194285863,studio,60.0,1,1,ground,no,yes,cairo,madinaty,4000.0
Ad id 192597932,apartment,134.0,2,2,3,,no,cairo,shorouk city,3180200.0
Ad id 194366141,apartment,136.0,3,3,ground,no,yes,cairo,rehab city,7500.0
Ad id 194322636,apartment,171.0,3,2,2,no,no,cairo,rehab city,3200000.0
Ad id 176325345,apartment,139.0,3,2,2,no,no,cairo,new capital city,203000.0
Ad id 194246324,apartment,127.0,2,2,1,yes,yes,cairo,new cairo - el tagamoa,29000.0
Ad id 194323515,apartment,130.0,2,1,9,no,yes,cairo,nasr city,7500.0
Ad id 194309658,apartment,70.0,1,1,1,yes,no,giza,sheikh zayed,1250000.0
Ad id 194323972,apartment,99.0,2,1,2,no,yes,cairo,rehab city,6500.0
Ad id 194125444,apartment,96.0,2,2,1,no,yes,cairo,madinaty,6000.0
Ad id 194316683,apartment,99.0,2,1,2,yes,yes,cairo,rehab city,18000.0
Ad id 194304265,apartment,153.0,3,3,2,,no,cairo,new cairo - el tagamoa,2595000.0
Ad id 159067580,duplex,255.0,4,3,ground,,no,giza,6th of october,1020000.0
Ad id 193559645,apartment,260.0,3,3,5,no,no,alexandria,laurent,4550000.0
Ad id 194248875,apartment,188.0,3,3,7,,no,cairo,new capital city,1504000.0
Ad id 194087991,apartment,175.0,3,2,1,no,yes,cairo,obour city,4000.0
Ad id 194269926,studio,75.0,1,1,ground,,no,cairo,new cairo - el tagamoa,200000.0
Ad id 194236892,apartment,120.0,2,1,5,no,no,alexandria,sidi beshr,850000.0
Ad id 194200513,apartment,200.0,3,2,1,no,yes,cairo,new cairo - el tagamoa,9500.0
Ad id 194333818,apartment,177.0,3,2,ground,no,no,giza,6th of october,5000000.0
Ad id 194386024,apartment,125.0,2,2,6,,no,alexandria,sidi gaber,1450000.0
Ad id 194199383,apartment,200.0,3,2,2,yes,yes,giza,sheikh zayed,15000.0
Ad id 194283091,apartment,205.0,3,3,2,,no,cairo,new cairo - el tagamoa,5400000.0
Ad id 194163936,apartment,162.0,3,3,2,no,no,cairo,new cairo - el tagamoa,438350.0
Ad id 194361388,apartment,250.0,3,3,6,yes,yes,cairo,nasr city,14000.0
Ad id 194102378,apartment,133.0,3,2,1,yes,yes,suez,ain sukhna,1500.0
Ad id 194266303,apartment,208.0,3,3,1,,no,cairo,new cairo - el tagamoa,5000000.0
Ad id 194244956,apartment,64.0,2,1,5,yes,yes,cairo,new cairo - el tagamoa,1000.0
Ad id 194246657,duplex,305.0,3,3,3,,no,cairo,new cairo - el tagamoa,5200000.0
Ad id 194327717,apartment,150.0,2,2,ground,no,yes,cairo,new cairo - el tagamoa,7000.0
Ad id 194301475,apartment,127.0,2,3,1,,yes,cairo,new cairo - el tagamoa,18000.0
Ad id 194143189,apartment,190.0,3,2,1,,no,cairo,obour city,1650000.0
Ad id 194287178,apartment,90.0,2,1,1,,yes,cairo,rehab city,15000.0
Ad id 194207229,apartment,200.0,3,3,1,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194304274,apartment,105.0,2,1,5,no,no,cairo,new cairo - el tagamoa,101000.0
Ad id 194197944,apartment,158.0,3,2,4,no,no,cairo,new cairo - el tagamoa,1536000.0
Ad id 194385774,apartment,125.0,2,2,ground,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194363638,apartment,106.0,2,1,4,no,no,cairo,madinaty,1890000.0
Ad id 194194038,studio,120.0,2,2,7,yes,yes,alexandria,miami,200.0
Ad id 193823944,apartment,160.0,3,3,3,,no,giza,sheikh zayed,5110000.0
Ad id 194002244,apartment,150.0,2,2,ground,yes,yes,cairo,new cairo - el tagamoa,20000.0
Ad id 194267954,apartment,112.0,2,1,1,no,no,cairo,new cairo - el tagamoa,1400000.0
Ad id 194362866,apartment,116.0,3,2,3,,no,cairo,madinaty,2250000.0
Ad id 194246830,apartment,70.0,2,1,2,yes,yes,giza,sheikh zayed,8500.0
Ad id 194365538,apartment,140.0,2,2,6,no,no,alexandria,cleopatra,3500000.0
Ad id 194058816,apartment,137.0,3,2,3,yes,yes,cairo,madinaty,14000.0
Ad id 194271260,apartment,77.0,2,1,1,,no,cairo,madinaty,59000.0
Ad id 194318067,apartment,150.0,3,2,4,no,no,gharbia,tanta,920000.0
Ad id 194316340,duplex,263.0,3,3,ground,no,no,giza,6th of october,384767.0
Ad id 194282619,apartment,228.0,3,3,2,no,no,cairo,new cairo - el tagamoa,7500000.0
Ad id 194365809,penthouse,189.0,4,3,5,no,no,giza,hadayek 6th of october,3300000.0
Ad id 194107676,penthouse,250.0,3,3,5,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 188508713,apartment,149.0,3,2,2,no,no,cairo,new cairo - el tagamoa,1000000.0
Ad id 194252674,apartment,289.0,4,4,1,no,yes,cairo,new cairo - el tagamoa,35000.0
Ad id 194323020,apartment,80.0,2,1,3,,no,alexandria,nakheel,240000.0
Ad id 194133546,apartment,215.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,26000.0
Ad id 194274003,apartment,149.0,3,3,ground,,no,cairo,madinaty,2900000.0
Ad id 194335066,apartment,82.0,2,1,3,no,no,cairo,madinaty,1700000.0
Ad id 194267738,duplex,235.0,3,4,4,,no,cairo,new cairo - el tagamoa,4977000.0
Ad id 194309845,apartment,64.0,2,1,4,no,no,cairo,madinaty,1320000.0
Ad id 194334035,duplex,260.0,5,2,5,no,no,dakahlia,mansura,1850000.0
Ad id 194320844,apartment,175.0,3,2,1,no,no,cairo,obour city,800000.0
Ad id 194361814,penthouse,250.0,3,2,2,no,yes,cairo,shorouk city,7000.0
Ad id 194131089,apartment,200.0,4,3,2,no,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 193920838,apartment,95.0,2,1,2,yes,yes,alexandria,mandara,350.0
Ad id 194260673,apartment,130.0,2,2,2,yes,yes,cairo,maadi,17000.0
Ad id 194273505,apartment,170.0,3,1,6,no,no,cairo,gesr al suez,1100000.0
Ad id 194301292,apartment,142.0,2,2,3,no,no,cairo,mostakbal city,199100.0
Ad id 194257972,apartment,90.0,2,1,6,no,no,alexandria,mandara,350000.0
Ad id 194282472,apartment,141.0,2,3,ground,,no,giza,sheikh zayed,520000.0
Ad id 194161612,apartment,162.0,3,2,3,yes,yes,cairo,new cairo - el tagamoa,28000.0
Ad id 192268184,apartment,185.0,3,2,1,,no,cairo,new cairo - el tagamoa,2200000.0
Ad id 194172102,apartment,75.0,3,1,5,yes,no,dakahlia,mansura,280000.0
Ad id 194273745,apartment,221.0,4,3,5,no,no,cairo,new capital city,3512000.0
Ad id 194268602,apartment,99.0,2,1,5,no,no,cairo,rehab city,2000000.0
Ad id 194206419,apartment,155.0,3,2,3,no,no,cairo,rehab city,400000.0
Ad id 194316080,apartment,120.0,3,2,10+,no,no,cairo,ain shams,480000.0
Ad id 194274619,apartment,200.0,3,3,1,no,no,cairo,new cairo - el tagamoa,6500000.0
Ad id 194297053,apartment,190.0,3,2,10,yes,yes,giza,mohandessin,18000.0
Ad id 192533292,duplex,220.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,5800000.0
Ad id 194287086,apartment,210.0,3,2,4,,yes,cairo,nasr city,9000.0
Ad id 194199413,apartment,82.0,2,1,ground,no,yes,cairo,madinaty,5500.0
Ad id 194293747,apartment,230.0,3,3,ground,,yes,cairo,new cairo - el tagamoa,9500.0
Ad id 194268476,duplex,175.0,3,3,9,no,no,alexandria,gianaclis,1450000.0
Ad id 194179320,apartment,96.0,2,2,5,yes,yes,cairo,madinaty,10000.0
Ad id 194305699,duplex,277.0,4,4,ground,,no,cairo,new cairo - el tagamoa,8715000.0
Ad id 194196908,apartment,200.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,6000.0
Ad id 194178241,apartment,144.0,2,2,1,yes,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194284219,apartment,208.0,3,3,2,no,no,cairo,mostakbal city,3000000.0
Ad id 194162548,apartment,170.0,3,2,4,,yes,cairo,new cairo - el tagamoa,9000.0
Ad id 194028895,apartment,205.0,3,3,3,,no,giza,6th of october,1530000.0
Ad id 194311967,apartment,150.0,2,1,5,,yes,cairo,nasr city,750.0
Ad id 194272131,apartment,240.0,3,2,4,yes,yes,cairo,nasr city,15000.0
Ad id 194265667,apartment,289.0,3,3,3,no,yes,cairo,new cairo - el tagamoa,28000.0
Ad id 194054918,apartment,175.0,2,3,1,no,no,giza,6th of october,4100000.0
Ad id 194285405,apartment,190.0,3,3,ground,no,no,damietta,new damietta,2800000.0
Ad id 194304670,apartment,140.0,2,1,5,no,no,alexandria,agami,240000.0
Ad id 194269973,apartment,90.0,2,1,1,,yes,cairo,rehab city,16000.0
Ad id 194249529,apartment,160.0,2,2,2,yes,yes,giza,sheikh zayed,15000.0
Ad id 191412080,apartment,125.0,3,1,4,,no,alexandria,moharam bik,900000.0
Ad id 194301658,apartment,175.0,3,3,1,no,no,cairo,madinaty,3000000.0
Ad id 194227763,studio,30.0,1,1,ground,yes,yes,giza,6th of october,2800.0
Ad id 194273019,apartment,117.0,3,2,4,no,yes,cairo,madinaty,6000.0
Ad id 194115054,apartment,160.0,3,3,2,,no,cairo,new cairo - el tagamoa,770963.0
Ad id 194358198,apartment,96.0,2,2,5,,no,cairo,madinaty,1980000.0
Ad id 194302662,apartment,195.0,3,3,2,no,no,cairo,new cairo - el tagamoa,5800000.0
Ad id 194266365,apartment,200.0,3,3,3,no,no,alexandria,sidi beshr,2200000.0
Ad id 194142318,apartment,116.0,3,2,4,no,yes,cairo,madinaty,6000.0
Ad id 194283033,apartment,96.0,3,1,1,no,yes,cairo,nasr city,3000.0
Ad id 193334917,apartment,146.0,2,2,3,yes,yes,cairo,new cairo - el tagamoa,2500.0
Ad id 194304876,apartment,162.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2800000.0
Ad id 192496724,apartment,110.0,2,1,2,no,no,cairo,mostakbal city,230000.0
Ad id 194287746,apartment,161.0,3,2,2,,no,cairo,new capital city,3200000.0
Ad id 194142025,apartment,107.0,3,2,ground,no,yes,cairo,madinaty,5500.0
Ad id 194248535,apartment,294.0,5,4,1,no,yes,cairo,rehab city,20000.0
Ad id 194318405,apartment,155.0,3,2,1,no,no,cairo,zahraa al maadi,1300000.0
Ad id 194147209,apartment,146.0,2,2,ground,yes,yes,cairo,new cairo - el tagamoa,27000.0
Ad id 194284417,apartment,130.0,3,2,4,no,yes,giza,6th of october,5000.0
Ad id 192119564,apartment,125.0,2,2,2,no,no,cairo,new cairo - el tagamoa,2900000.0
Ad id 194165014,apartment,122.0,3,2,1,no,yes,giza,sheikh zayed,8000.0
Ad id 194337160,studio,100.0,1,1,ground,yes,yes,cairo,new cairo - el tagamoa,24000.0
Ad id 194293061,apartment,125.0,3,1,9,no,no,cairo,hadayek helwan,480000.0
Ad id 194284770,apartment,100.0,3,1,1,no,no,asyut,asyut city,1100000.0
Ad id 177091337,apartment,140.0,3,2,2,,no,cairo,new capital city,270000.0
Ad id 194399639,apartment,120.0,2,2,2,no,no,alexandria,bolkly,1280000.0
Ad id 194088970,apartment,220.0,3,3,3,no,no,cairo,new cairo - el tagamoa,440000.0
Ad id 194283124,apartment,190.0,3,3,2,,no,cairo,new cairo - el tagamoa,4500000.0
Ad id 194151522,apartment,130.0,2,1,2,no,yes,alexandria,moharam bik,3500.0
Ad id 194267749,apartment,137.0,3,2,3,no,no,giza,hadayek 6th of october,530020.0
Ad id 192180296,duplex,450.0,4,3,ground,no,no,cairo,new cairo - el tagamoa,3800000.0
Ad id 194318951,apartment,210.0,3,2,5,no,no,gharbia,tanta,2300000.0
Ad id 194266477,studio,60.0,1,1,ground,no,yes,cairo,madinaty,4500.0
Ad id 194021803,apartment,100.0,2,2,8,yes,yes,alexandria,zezenia,8500.0
Ad id 193898813,apartment,200.0,3,2,1,no,no,giza,mohandessin,1750000.0
Ad id 194117756,apartment,200.0,3,2,ground,no,no,cairo,obour city,1200000.0
Ad id 194240373,studio,150.0,3,1,ground,no,no,alexandria,nakheel,375000.0
Ad id 194307858,apartment,120.0,1,1,6,no,no,alexandria,nakheel,195000.0
Ad id 193644136,apartment,122.0,2,2,ground,no,no,cairo,new cairo - el tagamoa,3100000.0
Ad id 194291478,apartment,80.0,2,1,ground,,no,giza,6th of october,305000.0
Ad id 194205762,apartment,245.0,3,4,1,no,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194150318,apartment,188.0,3,2,2,,yes,giza,sheikh zayed,9000.0
Ad id 193686125,apartment,149.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,1351600.0
Ad id 194314972,apartment,115.0,3,1,5,,no,alexandria,nakheel,300000.0
Ad id 194168647,duplex,143.0,2,3,5,no,yes,cairo,new cairo - el tagamoa,14000.0
Ad id 194218962,apartment,110.0,3,1,6,no,no,alexandria,sidi beshr,800000.0
Ad id 194127772,apartment,120.0,3,2,10+,yes,yes,alexandria,mandara,500.0
Ad id 194302303,duplex,325.0,4,3,ground,no,no,cairo,shorouk city,1300000.0
Ad id 194204282,apartment,110.0,2,1,4,no,no,alexandria,nakheel,225000.0
Ad id 194162352,apartment,180.0,4,2,3,no,yes,suez,arbaeen,6000.0
Ad id 193929148,apartment,110.0,3,1,10,yes,yes,alexandria,miami,4000.0
Ad id 194199956,apartment,199.0,3,3,1,no,no,cairo,obour city,1661152.0
Ad id 194321616,apartment,200.0,3,2,1,yes,yes,cairo,new cairo - el tagamoa,13000.0
Ad id 194172553,apartment,208.0,3,3,6,no,yes,cairo,madinaty,9500.0
Ad id 194311805,apartment,200.0,3,3,3,no,no,cairo,zahraa al maadi,800000.0
Ad id 194227408,apartment,260.0,3,3,7,yes,yes,giza,dokki,33000.0
Ad id 194271103,apartment,244.0,3,3,ground,no,no,cairo,madinaty,5100000.0
Ad id 194250183,apartment,350.0,4,3,3,no,yes,cairo,nasr city,37000.0
Ad id 190647211,apartment,213.0,4,3,2,no,no,cairo,new cairo - el tagamoa,1576200.0
Ad id 194281103,penthouse,90.0,2,1,2,,no,giza,6th of october,2355000.0
Ad id 194179744,apartment,120.0,3,1,4,no,yes,cairo,nasr city,3500.0
Ad id 194300907,apartment,170.0,3,3,2,no,no,cairo,new cairo - el tagamoa,440000.0
Ad id 194202256,apartment,160.0,3,2,2,no,yes,cairo,new cairo - el tagamoa,15000.0
Ad id 194175188,apartment,135.0,2,2,2,no,no,alexandria,nakheel,365000.0
Ad id 194201468,apartment,163.0,3,3,5,no,no,giza,dokki,3000000.0
Ad id 194230724,apartment,168.0,3,2,10,no,no,alexandria,smoha,2800000.0
Ad id 194268178,apartment,125.0,3,3,1,,no,cairo,madinaty,1220000.0
Ad id 183592538,apartment,145.0,3,2,3,,no,suez,suez district,270000.0
Ad id 194241094,duplex,250.0,2,2,5,no,no,alexandria,nakheel,595000.0
Ad id 194272238,apartment,160.0,3,2,3,no,no,cairo,zahraa al maadi,1800000.0
Ad id 194254326,apartment,103.0,3,2,5,yes,yes,cairo,madinaty,13000.0
Ad id 194125229,apartment,180.0,3,2,1,no,yes,cairo,nasr city,8000.0
Ad id 194349711,apartment,285.0,3,3,3,no,no,cairo,new cairo - el tagamoa,6366000.0
Ad id 183056728,duplex,320.0,4,3,ground,,no,giza,6th of october,1550000.0
Ad id 194361343,apartment,250.0,2,2,5,no,no,cairo,downtown cairo,1700000.0
Ad id 194282730,apartment,260.0,3,3,6,no,no,giza,haram,1000000.0
Ad id 194151397,apartment,90.0,2,1,10+,yes,yes,alexandria,kafr abdo,10000.0
Ad id 194109194,apartment,99.0,2,1,4,no,yes,cairo,rehab city,6500.0
Ad id 194062975,apartment,250.0,3,3,ground,no,yes,cairo,new cairo - el tagamoa,25000.0
Ad id 194249291,apartment,150.0,3,2,3,no,yes,cairo,new cairo - el tagamoa,8000.0
Ad id 194313407,studio,40.0,1,1,2,yes,yes,cairo,new cairo - el tagamoa,5500.0
Ad id 194302596,penthouse,266.0,4,4,2,no,no,cairo,new cairo - el tagamoa,4550000.0
Ad id 194317186,apartment,91.0,2,1,2,no,yes,cairo,madinaty,5000.0
Ad id 194303357,apartment,132.0,2,2,7,no,no,giza,haram,335000.0
Ad id 194268177,apartment,380.0,4,3,ground,no,no,cairo,heliopolis,5200000.0
Ad id 194203706,apartment,70.0,2,1,3,yes,yes,cairo,madinaty,11000.0
Ad id 186921156,apartment,100.0,1,1,4,,no,alexandria,roushdy,1550000.0
Ad id 194191485,apartment,150.0,3,2,4,no,yes,alexandria,smoha,8000.0
Ad id 194323852,apartment,200.0,3,3,1,no,no,cairo,new capital city,2100000.0
Ad id 194089514,apartment,120.0,3,1,4,no,yes,cairo,nasr city,4000.0
Ad id 194198123,apartment,145.0,2,3,5,no,no,cairo,new cairo - el tagamoa,2673195.0
Ad id 194279355,apartment,100.0,3,1,10+,yes,yes,alexandria,mandara,250.0
Ad id 168988190,apartment,212.0,3,3,3,no,no,cairo,new cairo - el tagamoa,1988000.0
Ad id 194318777,penthouse,220.0,3,2,3,no,no,giza,sheikh zayed,7194005.0
Ad id 192912917,apartment,177.0,3,2,3,no,no,cairo,new cairo - el tagamoa,1600000.0
Ad id 194094141,apartment,250.0,3,3,3,no,yes,cairo,madinaty,11000.0
Ad id 194318884,penthouse,167.0,3,2,4,,no,giza,hadayek 6th of october,1000000.0
Ad id 194273483,apartment,165.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2100000.0
Ad id 194305109,apartment,90.0,2,1,2,yes,yes,cairo,rehab city,10500.0
Ad id 194283634,apartment,330.0,4,3,10+,no,yes,alexandria,laurent,16000.0
Ad id 194327400,apartment,116.0,3,2,ground,no,no,cairo,madinaty,2600000.0
Ad id 194363940,apartment,163.0,3,2,2,,no,giza,sheikh zayed,450000.0
Ad id 194360457,apartment,115.0,3,1,3,no,no,cairo,new cairo - el tagamoa,365000.0
Ad id 191549571,apartment,100.0,2,1,4,no,no,alexandria,smoha,1200000.0
Ad id 194326947,apartment,195.0,3,2,ground,,no,cairo,new cairo - el tagamoa,1000000.0
Ad id 194317505,apartment,176.0,3,2,ground,no,no,cairo,new cairo - el tagamoa,661000.0
Ad id 194299641,apartment,72.0,2,1,ground,no,yes,cairo,madinaty,6000.0
Ad id 194313442,apartment,120.0,2,1,ground,no,no,alexandria,nakheel,280000.0
Ad id 194320523,apartment,70.0,2,1,2,no,no,cairo,madinaty,1500000.0
Ad id 194328937,apartment,280.0,3,2,6,,yes,cairo,nasr city,22000.0
Ad id 194314813,apartment,200.0,3,3,3,no,no,cairo,new cairo - el tagamoa,30000.0
Ad id 194245553,apartment,132.0,3,2,3,no,no,cairo,zahraa al maadi,1473000.0
Ad id 194250068,apartment,155.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2037500.0
Ad id 194282507,apartment,192.0,3,3,2,no,yes,cairo,new cairo - el tagamoa,30000.0
Ad id 194294596,apartment,120.0,3,1,3,no,no,cairo,nasr city,450000.0
Ad id 194269720,apartment,175.0,3,3,1,no,no,cairo,new cairo - el tagamoa,2400000.0
Ad id 194284980,apartment,165.0,3,3,3,no,no,cairo,madinaty,4000000.0
Ad id 194333810,apartment,130.0,2,1,ground,no,no,cairo,new cairo - el tagamoa,1480000.0
Ad id 194284564,apartment,300.0,4,4,1,no,yes,cairo,rehab city,21000.0
Ad id 194255166,apartment,150.0,3,3,3,yes,yes,cairo,new cairo - el tagamoa,11000.0
Ad id 192190174,apartment,330.0,3,3,3,no,no,alexandria,glim,3500000.0
Ad id 194286407,duplex,260.0,4,2,ground,,no,giza,6th of october,4045333.0
Ad id 194312313,apartment,135.0,3,1,2,no,no,suez,ain sukhna,390000.0
Ad id 194228882,apartment,250.0,3,3,ground,no,no,cairo,new cairo - el tagamoa,3000000.0
Ad id 194272969,apartment,120.0,2,1,2,,no,alexandria,nakheel,370000.0
Ad id 153976300,apartment,220.0,2,3,10+,no,yes,v,(,10000.0
Ad id 194319234,apartment,75.0,1,1,ground,no,no,giza,sheikh zayed,1900000.0
Ad id 194388126,apartment,160.0,3,2,7,no,no,alexandria,sidi beshr,2000000.0
Ad id 194110216,apartment,141.0,2,1,4,,yes,cairo,heliopolis,800.0
Ad id 194267374,apartment,229.0,4,3,1,no,no,cairo,new cairo - el tagamoa,4400000.0
Ad id 194104351,apartment,110.0,2,1,9,yes,yes,alexandria,mandara,200.0
Ad id 194322178,apartment,220.0,3,2,1,no,no,giza,sheikh zayed,2850000.0
Ad id 191459660,apartment,350.0,5,2,ground,yes,yes,cairo,maadi,35000.0
Ad id 194218294,apartment,96.0,2,2,5,no,yes,cairo,madinaty,5500.0
Ad id 194318733,apartment,267.0,3,3,4,no,no,giza,sheikh zayed,2670000.0
Ad id 194256568,apartment,63.0,2,1,3,no,no,sharqia,10th of ramadan,240000.0
Ad id 194288708,apartment,171.0,3,2,10,,no,alexandria,smoha,2650500.0
Ad id 194255976,apartment,120.0,3,1,3,no,yes,cairo,nasr city,4000.0
Ad id 194256374,apartment,135.0,2,2,2,yes,yes,ismailia,ismailia city,7000.0
Ad id 194353675,apartment,180.0,3,2,ground,yes,yes,cairo,new cairo - el tagamoa,10500.0
Ad id 194308345,apartment,150.0,2,2,8,no,no,giza,dokki,2100000.0
Ad id 194212045,apartment,263.0,4,3,6,no,yes,alexandria,smoha,17000.0
Ad id 193911942,apartment,135.0,2,1,1,yes,no,cairo,mokattam,1300000.0
Ad id 172175010,apartment,151.0,3,2,ground,no,no,v,(,946000.0
Ad id 194165185,apartment,123.0,3,2,3,no,no,cairo,nasr city,1135000.0
Ad id 188426506,apartment,175.0,3,3,2,,no,giza,6th of october,1837000.0
Ad id 194270388,apartment,188.0,3,2,highest,yes,yes,alexandria,smoha,15000.0
Ad id 194271231,duplex,210.0,3,2,4,,yes,cairo,nasr city,9000.0
Ad id 194222955,apartment,150.0,3,2,10+,yes,no,alexandria,asafra,950000.0
Ad id 186200174,apartment,160.0,3,2,2,no,no,cairo,madinaty,380000.0
Ad id 194314596,apartment,210.0,3,2,3,no,no,cairo,obour city,1100000.0
Ad id 194360367,apartment,140.0,3,1,2,no,yes,alexandria,camp caesar,15000.0
Ad id 194304912,apartment,110.0,3,1,2,no,no,alexandria,moharam bik,600000.0
Ad id 194316088,apartment,140.0,3,2,3,no,no,cairo,new cairo - el tagamoa,3850000.0
Ad id 194302572,apartment,82.0,2,1,ground,no,yes,cairo,madinaty,5000.0
Ad id 194162188,apartment,122.0,2,2,4,no,no,alexandria,cleopatra,3294000.0
Ad id 193808198,apartment,150.0,3,2,2,yes,no,cairo,new cairo - el tagamoa,2000000.0
Ad id 194214540,apartment,187.0,3,2,1,no,yes,cairo,shorouk city,4000.0
Ad id 194120493,apartment,135.0,2,2,6,no,yes,alexandria,laurent,6500.0
Ad id 194133566,apartment,250.0,3,2,5,no,yes,alexandria,raml station,11000.0
Ad id 193986572,apartment,200.0,3,2,10+,no,yes,alexandria,smoha,11000.0
Ad id 190320572,apartment,175.0,3,3,3,,no,giza,sheikh zayed,1837500.0
Ad id 194197180,apartment,120.0,2,1,7,no,yes,cairo,sheraton,7000.0
Ad id 192473904,duplex,298.0,3,3,ground,,no,cairo,new cairo - el tagamoa,8400000.0
Ad id 194248801,apartment,120.0,2,2,5,no,no,giza,6th of october,560000.0
Ad id 194198761,apartment,144.0,3,2,2,no,no,cairo,new cairo - el tagamoa,2300000.0
Ad id 193959366,apartment,140.0,2,2,ground,no,yes,giza,6th of october,18000.0
